Timestamp,market-price
2009-01-10 00:00:00,0
2009-01-13 00:00:00,0
2009-01-16 00:00:00,0
2009-01-19 00:00:00,0
2009-01-22 00:00:00,0
2009-01-25 00:00:00,0
2009-01-28 00:00:00,0
2009-01-31 00:00:00,0
2009-02-03 00:00:00,0
2009-02-06 00:00:00,0
2009-02-09 00:00:00,0
2009-02-12 00:00:00,0
2009-02-15 00:00:00,0
2009-02-18 00:00:00,0
2009-02-21 00:00:00,0
2009-02-24 00:00:00,0
2009-02-27 00:00:00,0
2009-03-02 00:00:00,0
2009-03-05 00:00:00,0
2009-03-08 00:00:00,0
2009-03-11 00:00:00,0
2009-03-14 00:00:00,0
2009-03-17 00:00:00,0
2009-03-20 00:00:00,0
2009-03-23 00:00:00,0
2009-03-26 00:00:00,0
2009-03-29 00:00:00,0
2009-04-01 00:00:00,0
2009-04-04 00:00:00,0
2009-04-07 00:00:00,0
2009-04-10 00:00:00,0
2009-04-13 00:00:00,0
2009-04-16 00:00:00,0
2009-04-19 00:00:00,0
2009-04-22 00:00:00,0
2009-04-25 00:00:00,0
2009-04-28 00:00:00,0
2009-05-01 00:00:00,0
2009-05-04 00:00:00,0
2009-05-07 00:00:00,0
2009-05-10 00:00:00,0
2009-05-13 00:00:00,0
2009-05-16 00:00:00,0
2009-05-19 00:00:00,0
2009-05-22 00:00:00,0
2009-05-25 00:00:00,0
2009-05-28 00:00:00,0
2009-05-31 00:00:00,0
2009-06-03 00:00:00,0
2009-06-06 00:00:00,0
2009-06-09 00:00:00,0
2009-06-12 00:00:00,0
2009-06-15 00:00:00,0
2009-06-18 00:00:00,0
2009-06-21 00:00:00,0
2009-06-24 00:00:00,0
2009-06-27 00:00:00,0
2009-06-30 00:00:00,0
2009-07-03 00:00:00,0
2009-07-06 00:00:00,0
2009-07-09 00:00:00,0
2009-07-12 00:00:00,0
2009-07-15 00:00:00,0
2009-07-18 00:00:00,0
2009-07-21 00:00:00,0
2009-07-24 00:00:00,0
2009-07-27 00:00:00,0
2009-07-30 00:00:00,0
2009-08-02 00:00:00,0
2009-08-05 00:00:00,0
2009-08-08 00:00:00,0
2009-08-11 00:00:00,0
2009-08-14 00:00:00,0
2009-08-17 00:00:00,0
2009-08-20 00:00:00,0
2009-08-23 00:00:00,0
2009-08-26 00:00:00,0
2009-08-29 00:00:00,0
2009-09-01 00:00:00,0
2009-09-04 00:00:00,0
2009-09-07 00:00:00,0
2009-09-10 00:00:00,0
2009-09-13 00:00:00,0
2009-09-16 00:00:00,0
2009-09-19 00:00:00,0
2009-09-22 00:00:00,0
2009-09-25 00:00:00,0
2009-09-28 00:00:00,0
2009-10-01 00:00:00,0
2009-10-04 00:00:00,0
2009-10-07 00:00:00,0
2009-10-10 00:00:00,0
2009-10-13 00:00:00,0
2009-10-16 00:00:00,0
2009-10-19 00:00:00,0
2009-10-22 00:00:00,0
2009-10-25 00:00:00,0
2009-10-28 00:00:00,0
2009-10-31 00:00:00,0
2009-11-03 00:00:00,0
2009-11-06 00:00:00,0
2009-11-09 00:00:00,0
2009-11-12 00:00:00,0
2009-11-15 00:00:00,0
2009-11-18 00:00:00,0
2009-11-21 00:00:00,0
2009-11-24 00:00:00,0
2009-11-27 00:00:00,0
2009-11-30 00:00:00,0
2009-12-03 00:00:00,0
2009-12-06 00:00:00,0
2009-12-09 00:00:00,0
2009-12-12 00:00:00,0
2009-12-15 00:00:00,0
2009-12-18 00:00:00,0
2009-12-21 00:00:00,0
2009-12-24 00:00:00,0
2009-12-27 00:00:00,0
2009-12-30 00:00:00,0
2010-01-02 00:00:00,0
2010-01-05 00:00:00,0
2010-01-08 00:00:00,0
2010-01-11 00:00:00,0
2010-01-14 00:00:00,0
2010-01-17 00:00:00,0
2010-01-20 00:00:00,0
2010-01-23 00:00:00,0
2010-01-26 00:00:00,0
2010-01-29 00:00:00,0
2010-02-01 00:00:00,0
2010-02-04 00:00:00,0
2010-02-07 00:00:00,0
2010-02-10 00:00:00,0
2010-02-13 00:00:00,0
2010-02-16 00:00:00,0
2010-02-19 00:00:00,0
2010-02-22 00:00:00,0
2010-02-25 00:00:00,0
2010-02-28 00:00:00,0
2010-03-03 00:00:00,0
2010-03-06 00:00:00,0
2010-03-09 00:00:00,0
2010-03-12 00:00:00,0
2010-03-15 00:00:00,0
2010-03-18 00:00:00,0
2010-03-21 00:00:00,0
2010-03-24 00:00:00,0
2010-03-27 00:00:00,0
2010-03-30 00:00:00,0
2010-04-02 00:00:00,0
2010-04-05 00:00:00,0
2010-04-08 00:00:00,0
2010-04-11 00:00:00,0
2010-04-14 00:00:00,0
2010-04-17 00:00:00,0
2010-04-20 00:00:00,0
2010-04-23 00:00:00,0
2010-04-26 00:00:00,0
2010-04-29 00:00:00,0
2010-05-02 00:00:00,0
2010-05-05 00:00:00,0
2010-05-08 00:00:00,0
2010-05-11 00:00:00,0
2010-05-14 00:00:00,0
2010-05-17 00:00:00,0
2010-05-20 00:00:00,0
2010-05-23 00:00:00,0
2010-05-26 00:00:00,0
2010-05-29 00:00:00,0
2010-06-01 00:00:00,0
2010-06-04 00:00:00,0
2010-06-07 00:00:00,0
2010-06-10 00:00:00,0
2010-06-13 00:00:00,0
2010-06-16 00:00:00,0
2010-06-19 00:00:00,0
2010-06-22 00:00:00,0
2010-06-25 00:00:00,0
2010-06-28 00:00:00,0
2010-07-01 00:00:00,0
2010-07-04 00:00:00,0
2010-07-07 00:00:00,0
2010-07-10 00:00:00,0
2010-07-13 00:00:00,0
2010-07-16 00:00:00,0
2010-07-19 00:00:00,0
2010-07-22 00:00:00,0
2010-07-25 00:00:00,0
2010-07-28 00:00:00,0
2010-07-31 00:00:00,0
2010-08-03 00:00:00,0
2010-08-06 00:00:00,0
2010-08-09 00:00:00,0
2010-08-12 00:00:00,0
2010-08-15 00:00:00,0
2010-08-18 00:00:00,0
2010-08-21 00:00:00,0.030000000000000002
